s_no,symbol,conf,open,high,low,close,vwap,vol,prev_close,turnover,trans,diff,range,diff_2,range_2,vwap_2,x120_days,x180_days,x52_weeks_high,x52_weeks_low,date
66,JBLB,30.59,"2,830.00","2,830.00","2,760.40","2,785.00","2,787.43","1,467.00","2,800.00","4,089,161.90",100,-15,69.60,-0.54,2.52,-0.09,"3,874.80","4,026.88","5,516.90",890.00,2022-06-19
67,JFL,27.95,351.00,353.00,343.00,343.00,347.12,"6,599.00",350.00,"2,290,623.00",74,-7,10.00,-2,2.92,-1.2,504.58,546.69,836.00,343.00,2022-06-19
68,JLI,30.53,367.00,371.00,365.50,365.50,367.16,"3,953.00",371.00,"1,451,387.10",126,-5.5,5.50,-1.48,1.5,-0.45,571.38,576.27,826.20,358.00,2022-06-19
69,JOSHI,27.46,203.00,203.00,195.30,196.00,197.49,"6,559.00",205.00,"1,295,356.90",76,-9,7.70,-4.39,3.94,-0.76,280.67,303.46,507.00,195.30,2022-06-19
70,JSLBB,31.79,"1,788.00","1,788.00","1,755.00","1,756.10","1,760.95",329.00,"1,822.00","579,352.10",16,-65.9,33.00,-3.62,1.88,-0.28,"2,254.79","2,532.96","4,022.80","1,745.10",2022-06-19
71,KBL,42.02,207.00,207.00,200.00,200.30,200.97,"42,579.00",203.00,"8,557,221.80",275,-2.7,7.00,-1.33,3.5,-0.34,235.95,250.20,413.00,196.00,2022-06-19
72,KEF,22.78,8.28,8.50,8.28,8.30,8.36,"22,110.00",8.44,"184,809.70",18,-0.14,0.22,-1.66,2.66,-0.71,9.12,9.24,11.65,8.28,2022-06-19
73,KKHC,32.23,207.00,207.00,200.00,200.00,203.57,"5,558.00",211.00,"1,131,426.10",60,-11,7.00,-5.21,3.5,-1.78,279.89,298.69,556.20,200.00,2022-06-19
74,KLBSL,27.11,888.00,888.00,871.00,871.00,881.93,140.00,875.00,"123,470.00",2,-4,17.00,-0.46,1.95,-1.25,"1,377.53","1,381.52","1,818.00",853.00,2022-06-19
75,KLBSLP,25.96,671.00,671.00,671.00,671.00,671.00,"5,940.00",671.00,"3,985,740.00",9,0,0.00,0,0,0,-,-,890.00,671.00,2022-06-19
76,KMCDB,35.25,"1,098.00","1,098.00","1,038.00","1,065.00","1,049.02","2,369.00","1,120.00","2,485,139.60",57,-55,60.00,-4.91,5.78,1.5,"1,239.37","1,245.66","1,715.00","1,005.00",2022-06-19
77,KPCL,27.33,395.50,403.00,365.20,377.90,375.16,"1,755.00",387.80,"658,414.50",43,-9.9,37.80,-2.55,10.35,0.72,477.85,511.82,878.90,365.20,2022-06-19
78,KRBL,39.24,240.00,244.80,225.90,239.00,239.59,"1,571.00",240.00,"376,391.00",29,-1,18.90,-0.42,8.37,-0.25,368.76,390.59,607.00,225.90,2022-06-19
79,KSBBL,30.82,338.00,339.00,325.00,325.00,329.84,"17,950.00",338.00,"5,920,710.10",212,-13,14.00,-3.85,4.31,-1.49,459.40,509.84,866.90,325.00,2022-06-19
80,LBBL,27.55,335.00,336.00,328.00,330.00,331.13,"18,313.00",339.10,"6,063,903.90",133,-9.1,8.00,-2.68,2.44,-0.34,453.47,490.14,774.00,328.00,2022-06-19
81,LBL,38.92,211.50,211.50,200.00,207.90,202.92,"158,245.00",207.40,"32,111,201.20",142,0.5,11.50,0.24,5.75,2.4,261.50,282.16,444.00,200.00,2022-06-19
82,LEC,34.6,254.80,254.80,233.00,241.00,235.31,"5,635.00",249.90,"1,325,970.60",73,-8.9,21.80,-3.56,9.36,2.36,338.67,346.82,530.00,230.00,2022-06-19
83,LEMF,39.08,9.90,10.00,9.85,10.00,9.92,"4,700.00",10.01,"46,613.00",4,-0.01,0.15,-0.1,1.52,0.82,10.30,10.20,19.34,9.16,2022-06-19
84,LGIL,29.06,410.70,417.00,403.00,403.10,405.79,"3,366.00",419.00,"1,365,887.50",48,-15.9,14.00,-3.79,3.47,-0.67,661.38,671.54,975.00,402.00,2022-06-19
85,LICN,30.93,"1,101.00","1,117.90","1,100.00","1,110.00","1,104.87","14,251.00","1,100.00","15,745,547.60",133,10,17.90,0.91,1.63,0.46,"1,859.82","1,893.14","2,555.00","1,089.00",2022-06-19
86,LLBS,29.3,"1,160.00","1,160.00","1,136.00","1,137.00","1,142.37",212.00,"1,158.90","242,182.00",6,-21.9,24.00,-1.89,2.11,-0.47,"1,391.98","1,506.46","2,528.00","1,122.10",2022-06-19
87,LUK,31.63,9.15,9.20,9.15,9.16,9.17,"6,697.00",9.15,"61,419.52",6,0.01,0.05,0.11,0.55,-0.12,10.04,10.00,16.00,9.15,2022-06-19
88,MBJC,27.76,228.10,233.00,217.90,217.90,223.60,"13,194.00",232.00,"2,950,201.90",368,-14.1,15.10,-6.08,6.93,-2.62,-,-,505.00,100.00,2022-06-19
89,MBL,39.17,241.00,241.00,233.00,233.10,234.72,"29,787.00",239.00,"6,991,606.20",168,-5.9,8.00,-2.47,3.43,-0.7,294.21,310.51,455.00,229.50,2022-06-19
90,MDB,31.63,359.70,360.00,337.20,338.80,344.56,"14,320.00",367.00,"4,934,069.80",103,-28.2,22.80,-7.68,6.76,-1.7,474.44,523.58,873.20,337.20,2022-06-19
91,MEN,29.68,813.40,822.00,800.00,822.00,804.48,969.00,830.00,"779,544.00",51,-8,22.00,-0.96,2.75,2.13,"1,068.26","1,095.65","1,530.00",800.00,2022-06-19
92,MERO,30.39,827.00,838.00,816.20,818.00,823.94,"3,947.00",842.00,"3,252,083.90",84,-24,21.80,-2.85,2.67,-0.73,"1,028.50","1,133.84","1,820.00",816.20,2022-06-19
93,MFIL,26.73,415.50,419.00,404.00,404.00,408.75,"14,558.00",423.00,"5,950,615.20",198,-19,15.00,-4.49,3.71,-1.18,611.01,764.69,"1,456.00",404.00,2022-06-19
94,MHNL,24.89,277.00,277.00,249.00,253.00,256.81,"22,770.00",273.00,"5,847,556.00",102,-20,28.00,-7.33,11.24,-1.51,404.85,418.10,720.00,249.00,2022-06-19
95,MKJC,26.87,422.00,422.00,406.10,406.10,410.27,"1,320.00",430.00,"541,555.00",33,-23.9,15.90,-5.56,3.92,-1.03,548.47,-,733.90,186.50,2022-06-19
96,MKLB,30.28,895.00,895.00,862.40,862.40,874.60,383.00,880.10,"334,972.00",16,-17.7,32.60,-2.01,3.78,-1.41,"1,225.57","1,369.82","2,310.00",296.70,2022-06-19
97,MLBBL,33.17,"1,170.00","1,175.00","1,129.00","1,174.00","1,144.80",985.00,"1,170.00","1,127,623.50",22,4,46.00,0.34,4.07,2.49,"1,534.72","1,651.71","2,450.00","1,120.20",2022-06-19
98,MLBL,29.81,350.10,353.00,340.00,340.00,343.76,"36,933.00",354.80,"12,696,071.10",267,-14.8,13.00,-4.17,3.82,-1.11,454.18,513.65,883.00,340.00,2022-06-19
99,MLBS,32.54,"1,020.00","1,020.00",990.30,990.30,"1,004.48",415.00,"1,028.00","416,860.50",21,-37.7,29.70,-3.67,3,-1.43,"1,315.70",-,"2,189.10",397.50,2022-06-19
100,MLBSL,28.44,"3,380.00","3,390.00","3,345.00","3,360.00","3,366.95",916.00,"3,380.00","3,084,130.00",60,-20,45.00,-0.59,1.35,-0.21,"3,579.01","3,948.59","5,600.00","3,029.00",2022-06-19
101,MMF1,31.31,8.00,8.00,7.82,7.84,7.87,"21,100.00",7.97,"166,029.00",22,-0.13,0.18,-1.63,2.3,-0.37,8.72,-,10.28,7.66,2022-06-19
102,MMFDB,26.32,"1,070.00","1,070.00","1,010.00","1,046.90","1,039.91","1,623.00","1,091.00","1,687,776.30",46,-44.1,60.00,-4.04,5.94,0.67,"1,274.71","1,358.04","2,095.00","1,010.00",2022-06-19
103,MNBBL,28.47,420.00,424.00,404.00,404.00,411.03,"31,597.00",422.00,"12,987,213.40",313,-18,20.00,-4.27,4.95,-1.74,496.87,551.62,850.00,404.00,2022-06-19
104,MPFL,29.05,235.00,237.50,223.10,229.40,229.08,"6,616.00",233.00,"1,515,592.10",66,-3.6,14.40,-1.55,6.45,0.14,367.85,409.11,696.00,222.00,2022-06-19
105,MSLB,38.24,"1,004.00","1,021.00","1,004.00","1,006.00","1,008.63",231.00,"1,024.00","232,993.00",9,-18,17.00,-1.76,1.69,-0.26,"1,417.56","1,583.06","2,496.00",990.50,2022-06-19
106,"NABBC",20.09,375.00,375.00,365.00,370.00,368.52,355.00,380.00,"130,826.00",19,-10,10.00,-2.63,2.74,0.4,469.54,580.53,"1,251.10",333.00,2022-06-19
107,"NABIL",29.65,817.00,820.50,814.00,816.00,817.93,"49,808.00",817.00,"40,739,382.70",476,-1,6.50,-0.12,0.8,-0.24,"1,038.21","1,188.88","1,740.00",810.00,2022-06-19
108,NBF2,19.33,10.10,10.10,9.72,9.90,9.99,"23,200.00",10.29,"231,657.80",13,-0.39,0.38,-3.79,3.91,-0.86,10.78,10.92,17.00,9.72,2022-06-19
109,NBF3,26.82,8.00,8.31,8.00,8.25,8.07,"17,345.00",8.09,"139,955.25",25,0.16,0.31,1.98,3.88,2.2,9.11,-,10.08,7.96,2022-06-19
110,NBL,33.28,283.00,283.00,277.50,278.90,279.34,"38,058.00",280.00,"10,631,270.70",341,-1.1,5.50,-0.39,1.98,-0.16,334.13,374.56,575.00,277.50,2022-06-19
111,NCCB,45.63,224.00,224.50,216.00,218.00,218.86,"257,993.00",221.90,"56,463,885.80",714,-3.9,8.50,-1.76,3.94,-0.39,248.66,265.20,407.00,202.00,2022-06-19
112,NEF,27.34,9.58,9.70,9.39,9.39,9.57,"71,843.00",9.76,"687,827.58",25,-0.37,0.31,-3.79,3.3,-1.96,10.66,10.93,17.49,9.39,2022-06-19
113,NESDO,28.27,"2,105.00","2,130.00","2,081.00","2,090.00","2,098.91","3,175.00","2,120.00","6,664,036.00",179,-30,49.00,-1.42,2.35,-0.43,-,-,"3,312.50",747.70,2022-06-19
114,NFS,28.75,260.00,260.00,250.00,254.50,254.44,"5,634.00",265.20,"1,433,527.10",68,-10.7,10.00,-4.03,4,0.02,529.73,537.95,806.00,250.00,2022-06-19
115,NGPL,27.17,520.00,530.40,510.10,511.00,515.21,"17,160.00",530.00,"8,841,037.70",175,-19,20.30,-3.58,3.98,-0.82,626.07,648.27,"1,397.00",420.00,2022-06-19
116,NHDL,25.28,355.50,355.50,339.10,344.50,348.31,"10,763.00",362.10,"3,748,817.00",79,-17.6,16.40,-4.86,4.84,-1.1,457.66,473.84,840.00,339.10,2022-06-19
117,NHPC,27.09,240.00,240.00,226.70,227.00,231.01,"58,278.00",241.00,"13,462,682.90",377,-14,13.30,-5.81,5.87,-1.77,323.12,352.23,530.90,224.60,2022-06-19
118,NIBLPF,34.92,9.94,9.94,9.94,9.94,9.94,"1,100.00",10.13,"10,934.00",1,-0.19,0.00,-1.88,0,0,10.64,10.66,20.68,9.30,2022-06-19
119,NIBSF2,36.42,8.00,8.00,7.91,7.91,7.97,"1,400.00",8.14,"11,164.00",6,-0.23,0.09,-2.83,1.14,-0.81,8.94,9.13,11.53,7.91,2022-06-19
120,NICA,33.79,699.00,699.00,680.20,682.00,688.03,"47,112.00",695.00,"32,414,390.40",491,-13,18.80,-1.87,2.76,-0.88,786.01,802.69,"1,085.00",680.20,2022-06-19
121,NICGF,28.74,10.60,10.60,10.45,10.45,10.47,"21,950.00",10.66,"229,812.50",9,-0.21,0.15,-1.97,1.44,-0.19,11.63,11.64,18.12,10.43,2022-06-19
122,NICL,30.36,455.00,460.00,450.00,450.00,452.97,"3,963.00",460.00,"1,795,130.00",46,-10,10.00,-2.17,2.22,-0.66,748.54,767.22,"1,294.00",450.00,2022-06-19
123,NICLBSL,31.84,812.10,819.00,809.00,809.00,812.53,"3,965.00",825.00,"3,221,670.80",131,-16,10.00,-1.94,1.24,-0.44,"1,055.52","1,104.38","1,780.00",806.00,2022-06-19
124,NICSF,31.42,8.00,8.16,8.00,8.16,8.04,"3,350.00",8.00,"26,940.00",10,0.16,0.16,2,2,1.45,8.81,9.03,10.10,7.94,2022-06-19
125,NIFRA,28.52,250.00,254.00,242.00,242.00,244.80,"79,012.00",250.50,"19,342,270.40",858,-8.5,12.00,-3.39,4.96,-1.16,321.85,329.08,537.00,242.00,2022-06-19
126,NIL,35.82,665.00,669.00,655.00,659.00,659.22,"7,150.00",676.00,"4,713,421.30",98,-17,14.00,-2.51,2.14,-0.03,"1,013.85","1,085.28","1,730.00",641.00,2022-06-19
127,NLBBL,25.23,885.00,897.00,860.00,879.00,880.50,"4,310.00",885.00,"3,794,971.40",69,-6,37.00,-0.68,4.3,-0.17,"1,061.60","1,154.70","1,845.00",860.00,2022-06-19
128,NLG,34.96,508.00,508.00,491.00,496.00,498.19,"4,177.00",513.90,"2,080,934.00",57,-17.9,17.00,-3.48,3.46,-0.44,790.01,818.33,"1,400.00",490.10,2022-06-19
129,NLIC,31.08,731.00,736.00,716.00,717.00,725.03,"24,466.00",730.00,"17,738,636.20",483,-13,20.00,-1.78,2.79,-1.12,"1,189.48","1,323.65","2,085.00",716.00,2022-06-19
130,NLICL,35.76,558.00,559.90,544.00,544.00,549.29,"4,728.00",559.00,"2,597,030.30",80,-15,15.90,-2.68,2.92,-0.97,864.25,896.77,"1,308.00",537.00,2022-06-19
131,NMB,42.79,265.20,270.00,262.00,262.90,263.49,"31,938.00",267.00,"8,415,427.00",196,-4.1,8.00,-1.54,3.05,-0.23,313.02,341.66,517.00,251.60,2022-06-19
132,NMB50,23.95,12.60,12.60,12.35,12.55,12.56,"1,700.00",12.60,"21,345.00",3,-0.05,0.25,-0.4,2.02,-0.05,12.57,12.31,18.47,10.72,2022-06-19
133,NMBHF1,37.63,10.81,10.81,10.40,10.42,10.53,"48,489.00",11.03,"510,688.66",17,-0.61,0.41,-5.53,3.94,-1.08,11.60,11.54,16.25,10.40,2022-06-19
134,NMBMF,34.37,696.00,702.00,688.00,688.00,694.09,"1,155.00",710.00,"801,676.20",24,-22,14.00,-3.1,2.03,-0.89,959.49,"1,080.47","1,657.00",686.00,2022-06-19
135,NMFBS,23.84,"1,850.00","1,850.00","1,826.00","1,827.00","1,833.65","1,620.00","1,860.00","2,970,514.50",63,-33,24.00,-1.77,1.31,-0.36,"2,405.10","2,621.49","3,925.90","1,820.10",2022-06-19
136,NRIC,30.7,740.00,740.00,700.10,702.00,708.09,"37,871.00",744.00,"26,816,219.10",634,-42,39.90,-5.65,5.7,-0.87,"1,077.35","1,161.37","1,971.00",700.10,2022-06-19
137,NRN,28.79,478.00,478.00,441.00,441.00,451.01,"6,809.00",469.00,"3,070,895.00",92,-28,37.00,-5.97,8.39,-2.27,624.90,635.35,990.00,441.00,2022-06-19
138,NSLB,31.02,840.00,840.00,820.50,820.50,828.70,377.00,854.00,"312,420.00",11,-33.5,19.50,-3.92,2.38,-1,"1,176.69","1,246.99","1,987.90",820.50,2022-06-19
139,NTC,43.25,891.00,891.00,849.80,867.50,877.68,"117,343.00",890.00,"102,989,761.80",337,-22.5,41.20,-2.53,4.85,-1.17,"1,273.23","1,246.35","1,799.90",842.90,2022-06-19
140,NUBL,27.75,955.00,955.00,945.00,946.00,947.37,"3,177.00",964.00,"3,009,800.30",100,-18,10.00,-1.87,1.06,-0.15,"1,151.69","1,266.57","1,895.00",923.20,2022-06-19
141,NYADI,27.47,292.20,303.80,284.00,284.00,289.37,"3,548.00",298.00,"1,026,671.50",78,-14,19.80,-4.7,6.97,-1.89,421.58,-,566.00,282.30,2022-06-19
142,OHL,31.56,445.00,453.90,423.00,425.00,430.33,"2,815.00",436.80,"1,211,373.00",20,-11.8,30.90,-2.7,7.3,-1.25,489.30,493.66,761.00,421.40,2022-06-19
143,PCBL,28.52,256.00,256.00,250.00,252.80,251.88,"62,786.00",260.00,"15,814,652.50",376,-7.2,6.00,-2.77,2.4,0.36,317.97,364.39,540.00,250.00,2022-06-19
144,PFL,28.52,329.00,333.00,323.00,325.00,324.43,"5,522.00",335.00,"1,791,518.00",61,-10,10.00,-2.99,3.1,0.17,463.79,504.70,920.00,323.00,2022-06-19
145,PIC,33.63,590.00,600.00,588.00,600.00,590.50,"5,779.00",602.00,"3,412,496.10",98,-2,12.00,-0.33,2.04,1.58,861.74,908.79,"1,372.00",572.00,2022-06-19
146,PICL,31.75,356.00,357.00,349.00,350.60,352.22,"7,661.00",363.10,"2,698,392.20",65,-12.5,8.00,-3.44,2.29,-0.46,607.63,630.11,930.00,349.00,2022-06-19
147,PLI,26.16,363.50,388.00,349.70,385.00,363.52,"6,065.00",370.00,"2,204,769.20",154,15,38.30,4.05,10.95,5.58,542.72,560.66,830.00,349.70,2022-06-19
148,PMHPL,28.01,210.70,214.80,208.80,208.80,211.65,"11,857.00",215.00,"2,509,545.00",50,-6.2,6.00,-2.88,2.87,-1.37,308.22,316.46,484.00,208.80,2022-06-19
149,PPCL,29.28,271.10,271.10,258.00,260.00,262.58,"19,830.00",275.00,"5,207,015.50",124,-15,13.10,-5.45,5.08,-0.99,417.68,431.37,642.00,258.00,2022-06-19
150,PRIN,34.25,455.00,455.00,436.10,444.00,442.64,"2,068.00",455.00,"915,375.30",34,-11,18.90,-2.42,4.33,0.31,719.98,745.00,"1,148.00",435.00,2022-06-19
151,PROFL,24.47,227.00,227.00,216.50,216.50,219.32,"4,476.00",226.00,"981,680.40",51,-9.5,10.50,-4.2,4.85,-1.3,332.71,356.55,574.00,216.50,2022-06-19
152,PRVU,32.02,224.00,224.00,220.00,221.50,220.84,"70,042.00",224.00,"15,467,962.20",337,-2.5,4.00,-1.12,1.82,0.3,290.27,319.62,525.00,220.00,2022-06-19
153,PSF,30.94,8.01,8.01,8.00,8.00,8.01,"1,900.00",8.13,"15,213.00",9,-0.13,0.01,-1.6,0.13,-0.09,8.96,9.12,11.22,7.98,2022-06-19
154,RADHI,25.68,519.10,530.00,515.00,515.00,521.14,"11,431.00",528.30,"5,957,107.50",132,-13.3,15.00,-2.52,2.91,-1.19,610.33,617.73,"1,281.00",490.20,2022-06-19
155,RBCL,26.43,"13,870.00","14,400.00","13,116.00","13,464.00","13,559.83",150.00,"13,600.00","2,033,974.00",14,-136,"1,284.00",-1,9.79,-0.71,"16,758.78","17,091.85","22,714.00","12,961.60",2022-06-19
156,RBCLPO,29.45,"11,016.00","11,016.00","10,796.00","10,796.00","10,870.00",30.00,"11,240.00","326,100.00",3,-444,220.00,-3.95,2.04,-0.69,"14,935.28","14,513.50","18,935.00","10,757.00",2022-06-19
157,RFPL,21.88,267.60,267.60,245.80,246.90,251.61,"19,420.00",273.00,"4,886,187.00","1,840",-26.1,21.80,-9.56,8.87,-1.91,-,-,301.90,245.80,2022-06-19
158,RHPL,27.87,275.00,275.00,263.00,263.70,266.78,"16,423.00",275.00,"4,381,393.50",119,-11.3,12.00,-4.11,4.56,-1.17,356.93,362.24,566.00,263.00,2022-06-19
159,RLFL,28.16,265.50,265.50,252.00,252.00,258.51,"14,554.00",270.00,"3,762,305.60",110,-18,13.50,-6.67,5.36,-2.58,413.94,459.93,814.00,252.00,2022-06-19
160,RLI,31.52,354.10,355.00,340.00,344.00,344.23,"4,120.00",354.10,"1,418,237.50",118,-10.1,15.00,-2.85,4.41,-0.07,502.87,509.77,734.00,340.00,2022-06-19
161,RMDC,33.12,775.00,775.00,758.00,758.00,760.96,"2,095.00",774.00,"1,594,215.80",48,-16,17.00,-2.07,2.24,-0.39,"1,052.47","1,196.42","1,800.00",747.50,2022-06-19
162,RMF1,25.54,7.89,8.00,7.89,7.99,7.95,"14,400.00",8.05,"114,482.00",12,-0.06,0.11,-0.75,1.39,0.5,8.80,9.05,10.30,7.84,2022-06-19
163,RSDC,30.75,504.00,512.80,500.00,500.00,503.69,"1,246.00",514.00,"627,599.00",36,-14,12.80,-2.72,2.56,-0.74,677.50,725.28,"1,194.40",500.00,2022-06-19
164,RULB,31.01,830.00,855.00,830.00,850.00,845.87,"1,824.00",832.10,"1,542,871.00",93,17.9,25.00,2.15,3.01,0.49,-,-,"1,931.70",502.00,2022-06-19
165,RURU,31.4,751.00,751.00,750.00,751.00,750.62,385.00,765.00,"288,988.00",8,-14,1.00,-1.83,0.13,0.05,950.82,986.93,"1,849.20",750.00,2022-06-19
166,SABSL,25.83,"1,030.00","1,040.00","1,000.00","1,000.00","1,020.65",986.00,"1,040.00","1,006,364.90",31,-40,40.00,-3.85,4,-2.07,"1,293.29","1,477.51","2,306.20","1,000.00",2022-06-19
167,SADBL,34.69,293.00,295.00,280.00,283.70,283.88,"31,934.00",297.00,"9,065,302.90",190,-13.3,15.00,-4.48,5.36,-0.06,370.94,380.77,595.00,280.00,2022-06-19
168,SAEF,26.68,12.02,12.26,12.00,12.10,12.11,"139,230.00",12.25,"1,686,483.00",30,-0.15,0.26,-1.22,2.17,-0.11,13.20,13.15,20.19,11.99,2022-06-19
169,SAHAS,25.77,448.90,459.00,440.00,443.00,444.72,"8,801.00",458.00,"3,914,017.00",256,-15,19.00,-3.28,4.32,-0.39,584.75,-,789.40,405.30,2022-06-19
170,SAND2085,39.79,945.00,950.00,945.00,950.00,948.33,75.00,950.00,"71,125.00",3,0,5.00,0,0.53,0.18,"1,037.12","1,040.38","1,111.00",930.10,2022-06-19
171,SANIMA,33.48,280.00,280.00,271.50,273.00,273.58,"20,893.00",275.00,"5,715,861.20",185,-2,8.50,-0.73,3.13,-0.21,330.98,362.60,564.90,265.00,2022-06-19
172,SAPDBL,29.91,210.00,210.00,203.90,203.90,205.81,"1,377.00",212.00,"283,404.00",16,-8.1,6.10,-3.82,2.99,-0.94,310.23,333.74,540.00,203.90,2022-06-19
173,SBCF,33.28,8.04,8.04,7.92,7.93,7.94,"28,200.00",8.05,"223,869.00",10,-0.12,0.12,-1.49,1.52,-0.11,8.64,8.91,11.29,7.66,2022-06-19
174,SBI,40.45,288.00,288.00,282.10,284.00,284.60,"11,046.00",293.00,"3,143,720.20",83,-9,5.90,-3.07,2.09,-0.21,348.81,351.22,453.90,282.00,2022-06-19
175,SBIBD86,33.38,953.70,953.70,953.70,953.70,953.70,25.00,935.00,"23,842.50",1,18.7,0.00,2,0,0,"1,031.48",-,"1,065.00",929.70,2022-06-19
176,SBL,34.02,320.00,320.00,309.00,310.00,310.42,"21,747.00",316.00,"6,750,786.90",214,-6,11.00,-1.9,3.56,-0.14,408.13,431.87,605.00,309.00,2022-06-19
177,SCB,32.04,385.20,392.90,385.00,390.00,389.68,"5,310.00",390.00,"2,069,209.20",59,0,7.90,0,2.05,0.08,458.55,477.10,629.30,384.00,2022-06-19
178,SDLBSL,33.35,"1,023.00","1,023.00",980.00,"1,010.00",994.58,731.00,"1,004.00","727,036.40",39,6,43.00,0.6,4.39,1.53,"1,222.25","1,304.43","1,997.00",965.00,2022-06-19
179,SEF,36.59,10.05,10.05,9.71,9.71,9.85,"2,500.00",10.25,"24,631.00",5,-0.54,0.34,-5.27,3.5,-1.47,10.74,10.67,17.04,9.71,2022-06-19
180,SFCL,29.93,224.40,225.00,209.00,214.00,212.69,"11,879.00",220.00,"2,526,590.60",99,-6,16.00,-2.73,7.66,0.61,334.20,392.46,720.00,209.00,2022-06-19
181,SFMF,23.43,11.11,11.11,10.76,10.76,10.86,530.00,11.32,"5,758.00",4,-0.56,0.35,-4.95,3.25,-0.97,11.57,11.40,20.00,10.21,2022-06-19
182,SGI,30.53,366.60,371.00,360.00,360.00,361.91,"3,624.00",374.00,"1,311,568.00",59,-14,11.00,-3.74,3.06,-0.53,556.55,570.13,811.00,360.00,2022-06-19
183,SHEL,23.7,257.00,267.00,245.00,245.00,253.66,"5,175.00",262.10,"1,312,706.00",97,-17.1,22.00,-6.52,8.98,-3.54,398.29,408.53,650.00,245.00,2022-06-19
